date,headline
20181205,Sensex down over 200 points ahead of RBI policy outcome; Nifty below 10;800
20181206,Sensex dives over 350 points amid weak global cues; Nifty below 10;700
20181210,markets open lower sensex crashes over 550 points nifty below 10550
20181210,Sensex cracks over 550 pts; Nifty drops below 10;600
20181211,markets open lower sensex tanks over 500 points on state poll results rbi governors resignation
20181211,Sensex tanks over 500 pts; Nifty cracks below 10;400
20181212,Sensex dives; then discounts BJP setback
20181212,Markets open higher; Sensex gains over 250 points; Nifty above 10;600
20181212,Sensex jumps over 300 points after appointment of new RBI Guv
20181213,Sensex rises over 200 pts; Nifty reclaims 10;800 mark
20181213,Sensex rises over 200 points; Nifty reclaims 10;800-mark
20181214,Sensex; Nifty turn cautious on mixed global cues
20181214,Sensex; Nifty turn cautious on mixed global cues
20181217,Markets open higher; Sensex up over 200 points; Nifty above 10;860
20181218,Sensex down over 180 points; Nifty below 10;850
20181218,Sensex drops 141 points in early trade on global sell-off; profit-booking
20181219,Markets open higher; Sensex up over 100 points; Nifty above 10;900
20181219,Sensex rises over 100 pts on firm rupee; falling crude prices
20181220,Sensex; Nifty open lower after US Fed rate hike
20181220,Sensex; Nifty open lower after US Fed rate hike
20181221,Sensex cracks over 400 points; Nifty drops below 10;900
20181224,Markets open higher; Sensex up over 80 points; Nifty above 10;750
20181224,Sensex; Nifty choppy amid weak global cues
20181224,sensex down over 150 points nifty below 10900
20181226,Sensex cracks over 350 points; Nifty below 10;600
20181226,Sensex cracks over 350 pts on global selloff; Nifty below 10;600
20181227,Sensex rallies over 300 pts on positive global cues; Nifty reclaims 10;800
20181227,Sensex rallies over 300 points on positive global cues; Nifty reclaims 10;800
20181228,Sensex surges over 300 points; Nifty above 10;850
20181228,Sensex rallies over 300 pts; Nifty reclaims 10;800 level
20181230,sensex dives 363 points to end below 36000 mark nifty at 10792
20181231,Sensex up nearly 200 points; Nifty above 10;900
20181231,Sensex rises over 150 points; Nifty hits 10;900-mark
20181231,indian bourses begin 2019 on bullish note sensex soars 186 pts
20190101,Sensex up 6% in '18; one of best globally
20190101,Sensex falls on foreign fund outflow in early trade
20190101,Sensex falls on foreign fund outflow in early trade
20190103,Sensex slips on China slowdown concerns
20190105,Sensex ends 181 points up
20190115,Sensex rallies over 300 pts; Nifty reclaims 10;800 mark
20190121,Sensex jumps over 200 points; Nifty above 10;950
20190124,Sensex; Nifty start on a choppy note
20190124,Sensex; Nifty start on a choppy note
20190201,Sensex rallies 665 points on budget hopes; global cues
20190202,Dalal Street smiles; sensex gains 213 points
20190212,S&P affirms IOB ratings
20190220,Sensex records longest losing streak in over 8 years
20190227,Sensex rebounds from session's low
20190312,Sensex jumps as opinion poll sees NDA win
20190312,Sensex jumps as opinion poll sees NDA win
20190322,Sensex rises over 100 pts on robust FII buying
20190330,Foreign funds drive sensex up 17% in FY19
20190330,Foreign funds drive sensex up 17% in FY19
20190402,A Rs 1 lakh investment in sensex in 1979 would have risen to Rs 3.9 crore today
20190404,Monsoon jitters halt sensex's winning run
20190412,Sensex betting racket busted in Fazalganj; 4 held
20190416,Sensex rallies on normal monsoon prediction
20190419,Sensex falls from lifetime high on profit-booking
20190422,Sensex tanks over 300 points as global oil prices spike
20190422,Sensex cracks over 300 pts; Nifty below 11;700
20190423,Iran ban: Sensex dips 495 pts as crude jumps
20190424,Sensex rises over 100 pts; Nifty tests 11;600
20190425,Sensex; Nifty open on a positive note ahead of F&O expiry
20190425,Sensex; Nifty open on a positive note ahead of F&O expiry
20190426,Sensex jumps over 150 points; Tata Steel rallies 4%
20190430,Sensex falls 150 points on foreign fund outflow in early trade
20190430,Sensex falls 150 points on foreign fund outflows in early trade
20190430,Sensex falls 150 points on foreign fund outflow in early trade
20190502,sensex starts on a weak note yes bank recovers 4 pc
20190503,Sensex rises over 100 points; Nifty near 11;750
20190506,Sensex dives 390 points in early trade; Nifty below 11;600
20190506,Sensex cracks over 400 pts amid bloodbath in Chinese equities
20190507,Sensex slips 363 pts on Trump tweets
20190507,Sensex recovers over 200 points; Nifty above 11;600
20190508,Sensex; Nifty extend fall on rising US-China tension
20190509,Sensex loses 1;278 points in six sessions on trade; poll jitters
20190513,Sensex; Nifty start on a choppy note on weak global cues
20190516,Sensex; Nifty start on a tepid note
20190516,Sensex; Nifty start on a tepid note amid mixed global cues
20190517,Sensex rises over 200 points; Nifty reclaims 11;300
20190520,Sensex zooms past 39;000 mark; rallies over 1;300 points; Nifty touches 11;800
20190520,Markets soar in early trade; Sensex zooms 942 points; rupee gains 79 paise
20190521,Biggest 1-day rise in 10 years for sensex after exit polls project second term for Modi
20190522,Sensex reverses from new peak to close 383 points down
20190523,Sensex; Nifty hit record highs as early trends hint at NDA win
20190523,Sensex; Nifty hit record high as NDA leads in early trends
20190523,Sensex hits 40;000 mark; Nifty crosses 12;000
20190524,Sensex hits 40K after Narendra Modi win; but ends in the red on fears of co earnings; liquidity woes
20190524,Sensex hits 40K after Narendra Modi win; but ends in the red on fears of co earnings; liquidity woes
20190524,Sensex rallies over 400 pts after Modi's resounding victory
20190527,Sensex jumps over 100 points; Nifty nears 11;900
20190528,Sensex rises 100 points; Nifty above 11;900-mark
20190529,Sensex; Nifty turn choppy amid weak global cues
20190530,Sensex; Nifty start on a positive note ahead of F&O expiry
20190531,Sensex reclaims 40;000-mark; Nifty above 12;000
20190531,Sensex reclaims 40K mark in early trade; Nifty above 12K
20190601,Sensex; nifty see wild swings; end marginally down
20190603,Sensex jumps over 200 points ahead of RBI policy meet
20190604,Sensex posts 1st 40k-plus close on rate cut hopes
20190606,Sensex; Nifty start on a cautious note ahead of RBI policy outcome
20190610,Sensex up over 300 points; Nifty above 11;950
20190610,Sensex rallies over 350 pts; Nifty above 11;900
20190611,Sensex; Nifty start on a positive note
20190613,Sensex falls over 100 pts; Yes Bank tanks 9 pc
20190614,Sensex drops over 150 pts amid weak global cues
20190617,Sensex drops over 150 points; Nifty below 11;800
20190618,Sensex; Nifty turn cautious ahead of US Fed policy meet
20190619,Sensex soars over 350 pts; Nifty near 11;800
20190619,Sensex soars over 350 points; Nifty near 11;800
20190624,Sensex; Nifty start on a cautious note
20190626,Sensex rises over 150 points; Nifty above 11;800
20190627,Sensex rises over 100 points; Nifty above 11;850
20190701,Sensex jumps over 200 points on firm global cues
20190702,Sensex gains as trade war concerns ease
20190702,Sensex; Nifty turn choppy amid weak global cues
20190704,Sensex; Nifty extend gains ahead of Budget
20190705,Sensex jumps 11% since last full budget in Feb '18
20190706,Dull-all Street: Sensex out of tune with finance minister; loses 395 points
20190708,Sensex tanks over 400 pts on global selloff
20190708,sensex falls over 400 points in early trade nifty below 11700
20190708,Rs 70K-crore capital infusion in PSBs credit positive; to boost economy: S&P
20190709,Post-Budget sensex fall is second-worst in 11 years
20190709,Sensex falls nearly 150 points; Nifty at 11;524
20190709,Sensex drops over 250 pts; TCS down 2 pc
20190710,Sensex; Nifty start on a choppy note; TCS shares fall
20190711,Sensex jumps over 200 points; bank; metal stocks soar
20190712,Sensex; Nifty turn volatile ahead of IIP; CPI data releases
20190715,Sensex jumps over 250 points; Infosys rallies 5%
20190716,Sensex jumps over 100 points; bank stocks rise
20190717,Sensex; Nifty start on a cautious note
20190718,Sensex drops over 100 pts; Yes Bank plunges over 10 pc
20190719,Sensex drops over 200 points; Nifty below 11;550
20190722,Sensex plunges over 400 pts; HDFC Bank cracks 3 pc
20190723,Sensex drops over 100 pts; bank stocks drag
20190723,Sensex drops over 100 points; bank stocks drag
20190724,Sensex falls over 100 points after IMF cuts India's growth outlook
20190725,Sensex rallies over 300 pts; Nifty reclaims 11;300
20190726,Sensex extends losing streak; down for 6th day
20190726,Sensex; Nifty start on a cautious note
20190729,Sensex; Nifty cautious amid foreign fund outflows
20190731,Sensex falls 289 pts on dull earnings; auto sector woes
20190801,Worst July for sensex in 17 years on FPI pullout
20190801,Sensex tanks over 200 points in early trade
20190801,Sensex down over 500 points amid weak growth data concerns; Nifty below 11;000
20190802,Sensex tanks over 350 points; Nifty below 10;900
20190805,Sensex crashes over 650 points; Nifty below 10;800
20190805,Sensex cracks below 37;000-mark; tanks 531 points on FPI worries
20190806,Sensex rebounds over 200 points; Nifty above 10;900
20190807,Sensex; Nifty start on a cautious note ahead of RBI policy outcome
20190808,Sensex; Nifty open on a volatile note; HCL Tech rallies 5%
20190809,Sensex vaults 637 pts on FPI sop talk
20190809,Sensex rises over 250 pts; Nifty above 11;100
20190809,Sensex rises over 250 points; Nifty above 11;100
20190813,Sensex drops over 200 pts; RIL soars 8 pc
20190813,Sensex drops over 200 points; RIL shares soar 8%
20190814,Global sell-off pulls sensex down 624 pts
20190814,Sensex jumps over 400 points as markets rebound on positive global cues
20190815,Sensex rebounds 353 points; but Dow's early dip a worry
20190816,Sensex sinks over 300 pts; metal; auto stocks drag
20190819,Sensex jumps over 200 points; Nifty nears 11;100
20190820,Sensex rises over 100 pts on positive global cues
20190820,Sensex rises over 100 points on positive global cues
20190822,Sensex drops over 100 points to slip below 37;000 mark
20190823,Sensex in 5-month trough; rupee hits year's lowest point
20190823,Sensex; Nifty continue to fall: Key reasons for this slide
20190823,Sensex; Nifty decline on fading hopes of stimulus package
20190826,Sensex rises 793 points as stimulus booster helps equities log best day in over 3 months
20190827,Sensex zooms 793 points; biggest one-day gain since LS results
20190830,Sensex jumps over 200 points; Nifty reclaims 11;000
20190903,Sensex dives over 800 points; Nifty below 10;800
20190904,Poor economic data unnerves markets; sensex tanks 770 pts
20190909,Sensex drops over 150 pts; bank; auto stocks drag
20190911,Sensex jumps over 150 points; infra; bank stocks rise
20190916,Sensex cracks nearly 300 points; oil and gas stocks tank
20190917,Sensex dips 262 points as crude spike weighs
20190917,Sensex falls over 100 points; bank; energy; IT stocks drag
20190918,Sensex drops 642 points as oil fears spook market
20190919,Sensex rises 83 points as oil prices ease
20190921,Tax break-dance: In its 2nd biggest rise ever; sensex rockets 1;921 points
20190923,Sensex zooms over 1;400 points; Nifty above 11;600
20190923,Sensex soars over 1;300 pts to reclaim 39;000 level; Nifty above 11;500
20190924,Sensex takes another 4-figure leap; records highest 2-day rise ever
20190924,Sensex opens over 200 points higher; Nifty tops 11;600
20190930,Sensex tumbles over 310 pts; Nifty slips below 11;500
